Project.Name,Sale_Year,Postal.Code,Property.Type,Average_Price,Median_Price
FLAMINGO VALLEY,2017,455943,Condominium,1215000,1215000
FLO RESIDENCE,2017,828739,Condominium,1007625,1.00E+06
FLO RESIDENCE,2017,828740,Condominium,1004749.75,944499.5
FLO RESIDENCE,2017,828741,Condominium,1075000,840000
FLO RESIDENCE,2017,828742,Condominium,845545.4545,831000
FLO RESIDENCE,2017,828743,Condominium,1053444,1053444
FLO RESIDENCE,2017,828744,Condominium,1004333.333,928000
FLO RESIDENCE,2017,828745,Condominium,798600,805000
FLORAVIEW,2017,567705,Apartment,1018733.333,1061600
FLORAVILLE,2017,809578,Apartment,1006700,910000
FLORENCE REGENCY,2017,530715,Apartment,1069999.5,1069999.5
FLORENCE REGENCY,2017,530719,Apartment,1035000,915000
FLORENCE REGENCY,2017,530720,Apartment,910000,905000
FLORENCE VILLE,2017,549527,Terrace House,2200000,2200000
FLORIDA PARK,2017,806243,Terrace House,2280000,2280000
FLORIDA PARK,2017,806565,Semi-Detached House,3818000,3818000
FLORIDA PARK,2017,806571,Semi-Detached House,3398000,3398000
FLORIDIAN,2017,589647,Condominium,3100000,3100000
FLORIDIAN,2017,589648,Condominium,2040000,1620000
FLORIDIAN,2017,589649,Condominium,1592000,1592000
FLORIDIAN,2017,589662,Condominium,1722000,1554000
FLORIDIAN,2017,589663,Condominium,2547666.667,2600000
FLORIDIAN,2017,589664,Condominium,2686984,2688888
FLYNN PARK,2017,117756,Condominium,2180000,2180000
FLYNN PARK,2017,117757,Condominium,2300000,2300000
FONTAINE PARRY,2017,546776,Condominium,1350000,1350000
FONTAINE PARRY,2017,546777,Condominium,1038000,1038000
FONTAINE PARRY,2017,546779,Condominium,1300000,1300000
FONTAINE PARRY,2017,546782,Condominium,1.00E+06,1.00E+06
FONTAINE PARRY,2017,546785,Condominium,1342557,1330000
FONTAINE PARRY,2017,546789,Condominium,982500,982500
FONTANA HEIGHTS,2017,276957,Condominium,4950000,4950000
FOOK HAI BUILDING,2017,58727,Apartment,1300000,1300000
FORESQUE RESIDENCES,2017,678272,Condominium,704000,699000
FORESQUE RESIDENCES,2017,678273,Condominium,1278000,1278000
FORESQUE RESIDENCES,2017,678274,Condominium,1155000,1155000
FORESQUE RESIDENCES,2017,678275,Condominium,1260000,1230000
FORESQUE RESIDENCES,2017,678276,Condominium,989500,1035000
FOREST HILLS CONDOMINIUM,2017,778893,Condominium,840000,840000
FOREST HILLS CONDOMINIUM,2017,778904,Condominium,818000,818000
FOREST HILLS CONDOMINIUM,2017,778905,Condominium,946000,946000
FOREST WOODS,2017,533851,Condominium,1261076.923,1260000
FOREST WOODS,2017,533852,Condominium,1682900,1763000
FOREST WOODS,2017,533853,Condominium,1152066.667,1095000
FOREST WOODS,2017,536493,Condominium,1154000,1154000
FOREST WOODS,2017,536494,Condominium,1370285.714,1265000
FOREST WOODS,2017,536495,Condominium,1409500,1383500
FOREST WOODS,2017,536496,Condominium,1243692.308,1253500
FORESTVILLE,2017,737768,Executive Condominium,1055000,1055000
FORESTVILLE,2017,737771,Executive Condominium,1112065,1112065
FORESTVILLE,2017,737772,Executive Condominium,1048000,1048000
FORESTVILLE,2017,737773,Executive Condominium,1555000,1555000
FORESTVILLE,2017,737775,Executive Condominium,805938.5,805938.5
FORESTVILLE,2017,737881,Executive Condominium,950000,950000
FORT GARDENS,2017,439089,Condominium,1376666.667,1320000
FORTE SUITES,2017,219062,Apartment,1226180.75,1228800
FORTUNE JADE,2017,439193,Apartment,1314911,1260000
FORTUNE PARK,2017,535131,Condominium,1082666.667,1118000
FORTUNE SPRING,2017,456442,Apartment,1196500,1196500
FORTUNE VIEW,2017,358216,Terrace House,1580000,1580000
FOUR SEASONS PARK,2017,249693,Condominium,4925444,4925444
FOUR SEASONS PARK,2017,249694,Condominium,8100000,8100000
FRAGRANT GARDENS,2017,534959,Apartment,810000,810000
FRAGRANT GARDENS,2017,534960,Apartment,1050000,1050000
FRANKEL ESTATE,2017,454814,Semi-Detached House,5430000,5430000
FRANKEL ESTATE,2017,455026,Semi-Detached House,5860000,5860000
FRANKEL ESTATE,2017,455027,Semi-Detached House,4200000,4200000
FRANKEL ESTATE,2017,455178,Terrace House,1900000,1900000
FRANKEL ESTATE,2017,455742,Terrace House,3820000,3820000
FRANKEL ESTATE,2017,456008,Detached House,9300000,9300000
FRANKEL ESTATE,2017,456071,Detached House,7500000,7500000
FRANKEL ESTATE,2017,456236,Detached House,7800000,7800000
FRANKEL ESTATE,2017,456367,Semi-Detached House,6300000,6300000
FRANKEL ESTATE,2017,456369,Semi-Detached House,6300000,6300000
FRANKEL ESTATE,2017,456782,Semi-Detached House,4100000,4100000
FRANKEL ESTATE,2017,456949,Detached House,6.00E+06,6.00E+06
FRANKEL ESTATE,2017,457068,Semi-Detached House,3330000,3330000
FRANKEL ESTATE,2017,457082,Semi-Detached House,3800000,3800000
FRANKEL ESTATE,2017,457872,Detached House,7318000,7318000
FRANKEL ESTATE,2017,457961,Semi-Detached House,6700000,6700000
FRANKEL ESTATE,2017,457975,Semi-Detached House,5450000,5450000
FRANKEL ESTATE,2017,458059,Detached House,7700000,7700000
FRANKEL ESTATE,2017,458135,Detached House,7438800,7438800
FRANKEL ESTATE,2017,458149,Detached House,7200000,7200000
FRANKEL ESTATE,2017,458188,Semi-Detached House,5150000,5150000
FRANKEL ESTATE,2017,458202,Semi-Detached House,4660000,4660000
FRANKEL ESTATE,2017,458216,Semi-Detached House,3800000,3800000
FRANKEL ESTATE,2017,458583,Detached House,4950000,4950000
FRANKEL ESTATE,2017,459266,Semi-Detached House,5400000,5400000
FRANKEL ESTATE,2017,459272,Terrace House,3450000,3450000
FRANKEL ESTATE,2017,459275,Semi-Detached House,5700000,5700000
FRANKEL ESTATE,2017,459286,Semi-Detached House,7.00E+06,7.00E+06
FRANKEL ESTATE,2017,459305,Semi-Detached House,5700000,5700000
FRANKEL ESTATE,2017,459334,Terrace House,3.00E+06,3.00E+06
FRANKEL ESTATE,2017,459354,Semi-Detached House,4650000,4650000
FRANKEL ESTATE,2017,459363,Semi-Detached House,5300000,5300000
FRANKEL ESTATE,2017,459395,Detached House,10800000,10800000
FRANKEL ESTATE,2017,459400,Semi-Detached House,5550000,5550000
FRANKEL ESTATE,2017,459410,Semi-Detached House,5388000,5388000
FRANKEL ESTATE,2017,459616,Semi-Detached House,5500000,5500000
FRANKEL ESTATE,2017,459657,Terrace House,3110000,3110000
FRANKEL ESTATE,2017,459799,Semi-Detached House,4230000,4230000
FRANKEL ESTATE,2017,459831,Semi-Detached House,2800000,2800000
FRANKEL ESTATE,2017,459865,Semi-Detached House,4800000,4800000
FRANKEL ESTATE,2017,459892,Terrace House,2680000,2680000
FRANKEL ESTATE,2017,459899,Semi-Detached House,3168000,3168000
FREESIA WOODS,2017,597086,Condominium,1645000,1645000
FREESIA WOODS,2017,597090,Condominium,1802500,1802500
FREESIA WOODS,2017,597092,Condominium,1694000,1694000
FRUITION,2017,424981,Apartment,1187000,1187000
FUDU PARK,2017,789199,Terrace House,2150000,2150000
FUDU PARK,2017,789206,Semi-Detached House,4680000,4680000
FULCRUM,2017,439092,Condominium,1469085.742,1417000
FULTON HILL,2017,578885,Terrace House,2980000,2980000
FULTON HILL,2017,578962,Terrace House,2100000,2100000
FULTON HILL,2017,579020,Terrace House,2450000,2450000
FUYUEN COURT,2017,387951,Apartment,850000,850000
GABRIEL VILLAS,2017,556148,Terrace House,1900000,1900000
GABRIEL VILLAS,2017,556150,Terrace House,1568888,1568888
GAIA,2017,329371,Apartment,1328000,1328000
GALAXY TOWERS,2017,424482,Apartment,1295750,1306500
GALLERY 8,2017,424376,Apartment,1260000,1260000
GALLOP GABLES,2017,268850,Condominium,4360000,4360000
GALLOP GABLES,2017,268851,Condominium,4500000,4500000
GALLOP GABLES,2017,268855,Condominium,2548333.333,2820000
GALLOP GABLES,2017,268856,Condominium,3176666.667,3230000
GALLOP GREEN,2017,257534,Condominium,7460750,7460750
GALLOP GREEN,2017,257537,Condominium,5950000,5950000
GAMBIER COURT,2017,239381,Apartment,1750000,1750000
GAO MING HUA YUAN,2017,597564,Terrace House,3080000,3080000
GARDEN APARTMENTS,2017,258351,Apartment,3600000,3600000
GARDEN VIEW ESTATE,2017,558287,Semi-Detached House,3768000,3768000
GARDENVILLE,2017,257654,Condominium,3278750,3382500
GARDENVISTA,2017,589474,Condominium,1377000,1400000
GARDENVISTA,2017,589482,Condominium,1060000,1060000
GARDENVISTA,2017,589483,Condominium,1321666.667,1430000
GARDENVISTA,2017,589484,Condominium,1452296,1668000
GARDENVISTA,2017,589485,Condominium,1410000,1410000
GARDENVISTA,2017,589486,Condominium,1350000,1350000
GARDENVISTA,2017,589487,Condominium,1060000,1060000
GEM RESIDENCES,2017,319458,Condominium,1428630.786,1446195
GEM RESIDENCES,2017,319459,Condominium,1355838.812,1346400
GEMINI APARTMENTS,2017,457263,Apartment,1165000,1165000
GENTLE REFLECTIONS,2017,309159,Terrace House,3200000,3200000
GENTLE VILLAS,2017,309212,Semi-Detached House,2850000,2850000
GENTLE VILLAS,2017,309243,Semi-Detached House,2738000,2738000
GENTLE VILLAS,2017,309263,Semi-Detached House,2680000,2680000
GERALD GARDENS,2017,799025,Semi-Detached House,3400000,3400000
GERALD RESIDENCE,2017,797737,Terrace House,2170000,2170000
GEYLANG HERITAGE,2017,398225,Terrace House,1950000,1950000
GEYLANG HERITAGE,2017,398231,Apartment,838000,838000
GEYLANG MANSION,2017,398478,Apartment,820000,820000
GILLENIA,2017,546195,Apartment,877000,877000
GILSTEAD 38,2017,309082,Apartment,2400000,2400000
GILSTEAD BROOKS,2017,309083,Terrace House,3043333.333,3070000
GILSTEAD TWO,2017,309061,Apartment,1602160,1512000
GLAMOUR VILLE,2017,425120,Apartment,1350000,1350000
GLASGOW RESIDENCE,2017,549338,Apartment,1200000,1200000
GLENDALE PARK,2017,669556,Condominium,1215250,1204500
GLENDALE PARK,2017,669557,Condominium,1573333.333,1580000
GLENDALE PARK,2017,669558,Condominium,1297000,1310000
GLENDALE PARK,2017,669617,Condominium,1245000,1225000
GLENTREES,2017,277052,Condominium,3500000,3500000
GLENTREES,2017,277053,Condominium,1785000,1785000
GLENTREES,2017,277054,Condominium,1738000,1738000
GLENTREES,2017,277055,Condominium,2106666.667,1950000
GLOBAL VILLE,2017,329192,Apartment,916250,905000
GLOUCESTER MANSIONS,2017,307947,Apartment,950000,950000
GOH & GOH BUILDING,2017,588171,Apartment,101500000,101500000
GOLD COAST CONDOMINIUM,2017,118699,Condominium,1400000,1400000
GOLD LEAF MANSIONS,2017,425403,Apartment,1400000,1400000
GOLDEN CHUAN VILLE,2017,556814,Terrace House,2880000,2880000
GOLDEN HEIGHTS,2017,556126,Apartment,1488000,1488000
GOLDEN HILL ESTATE,2017,556973,Terrace House,2200000,2200000
GOLDEN HILL ESTATE,2017,568396,Terrace House,2500000,2500000
GOLDEN MILE COMPLEX,2017,199588,Apartment,680000,680000
GOLDEN RISE ESTATE,2017,598087,Semi-Detached House,4225000,4225000
GOLDEN RISE ESTATE,2017,598097,Terrace House,2650000,2650000
GOLDEN RISE ESTATE,2017,598171,Semi-Detached House,4968000,4968000
GOLDENHILL PARK CONDOMINIUM,2017,568426,Condominium,1909000,1909000
GOLDENHILL PARK CONDOMINIUM,2017,568427,Condominium,1854333.667,1930000
GOLDENHILL PARK CONDOMINIUM,2017,568429,Condominium,1697000,1810000
GOLDENHILL PARK CONDOMINIUM,2017,568430,Condominium,1716666.667,1700000
GOLDENHILL VILLAS,2017,554653,Terrace House,2600000,2600000
GOLDENHILL VILLAS,2017,554668,Terrace House,3.00E+06,3.00E+06
GOLDENHILL VILLAS,2017,554699,Terrace House,2738000,2738000
GOLDHILL TOWERS,2017,309021,Apartment,2200000,2200000
GOLDLEAF GARDENS,2017,426830,Terrace House,2650000,2650000
GOODLINK PARK,2017,759514,Terrace House,2480000,2480000
GOODLUCK GARDEN,2017,596712,Condominium,1750000,1750000
GOODLUCK GARDEN,2017,596714,Condominium,1605000,1605000
GOODLUCK GARDEN,2017,596717,Condominium,1160000,1160000
GOODLUCK GARDEN,2017,596718,Condominium,1360000,1360000
GOODLUCK GARDEN,2017,596719,Condominium,1750000,1750000
GOODMAN CREST,2017,436544,Detached House,3200000,3200000
GOODVIEW APARTMENTS,2017,399077,Apartment,885000,885000
GOODWOOD GARDENS,2017,259889,Apartment,1940000,1940000
GOODWOOD GRAND,2017,257489,Detached House,6950000,6950000
GOODWOOD GRAND,2017,259802,Apartment,2433036.229,2500000
GOODWOOD GRAND,2017,259824,Detached House,6950000,6950000
GOODWOOD RESIDENCE,2017,259703,Condominium,8889760,6980000
GOODWOOD RESIDENCE,2017,259704,Condominium,6684500,6619000
GRACE GARDEN,2017,428398,Terrace House,2950000,2950000
GRAMERCY PARK,2017,249569,Condominium,6140509.584,5828000
GRAND DUCHESS AT ST PATRICK'S,2017,424210,Condominium,1968333.333,1515000
GRAND DUCHESS AT ST PATRICK'S,2017,424212,Condominium,2262500,2262500
GRAND DUCHESS AT ST PATRICK'S,2017,424214,Condominium,2730000,2730000
GRAND REGENCY,2017,598431,Apartment,908000,908000
GRAND RESIDENCE,2017,426237,Apartment,980000,980000
GRANDE VISTA,2017,809684,Condominium,2098000,2098000
GRANDE VISTA,2017,809687,Condominium,1353000,1353000
GRANDE VISTA,2017,809689,Condominium,1328000,1328000
GRANDE VISTA,2017,809691,Condominium,1825000,1825000
GRANDE VISTA,2017,809694,Condominium,1232972,1259444
GRANDEUR 8,2017,567741,Condominium,1240000,1240000
GRANDEUR 8,2017,567743,Condominium,1270000,1300000
GRANDEUR 8,2017,567744,Condominium,1375000,1375000
GRANDEUR 8,2017,567745,Condominium,1150400,1180000
GRANDEUR 8,2017,567746,Condominium,1189600,1225000
GRANDEUR 8,2017,567747,Condominium,1240000,1240000
GRANDEUR 8,2017,567748,Condominium,1350000,1350000
GRANDEUR 8,2017,567749,Condominium,1132500,1132500
GRANDEUR PARK RESIDENCES,2017,465461,Condominium,864711.3609,864000
GRANDEUR PARK RESIDENCES,2017,465462,Condominium,1016768.293,977000
GRANDEUR PARK RESIDENCES,2017,465463,Condominium,1877725.185,1899000
GRANDEUR PARK RESIDENCES,2017,465464,Condominium,1155003.9,1204045
GRANDEUR PARK RESIDENCES,2017,465465,Condominium,1183610.39,1168000
GRANDEUR PARK RESIDENCES,2017,465466,Condominium,862265.8278,788610
GRANDLINK SQUARE,2017,399849,Apartment,1131000,1150000
GRANGE HEIGHTS,2017,238144,Apartment,3400000,3400000
GRANGE HEIGHTS,2017,238145,Apartment,3700000,3700000
GRANGE RESIDENCES,2017,249613,Condominium,6825000,6825000
GRANGE RESIDENCES,2017,249614,Condominium,8300000,8300000
GRANGE RESIDENCES,2017,249616,Condominium,7050000,7050000
GREEN HILL ESTATE,2017,679294,Semi-Detached House,3900000,3900000
GREEN PARK,2017,468433,Terrace House,2938000,2938000
GREEN SPRINGS,2017,799749,Semi-Detached House,2330000,2330000
GREENBANK PARK,2017,589390,Semi-Detached House,6300000,6300000
GREENRIDGE,2017,598890,Terrace House,3700000,3700000
GREENRIDGE,2017,598956,Terrace House,2400000,2400000
GREENWOOD VILLAS,2017,289102,Terrace House,4220000,4220000
GROSVENOR VIEW,2017,417609,Condominium,1127333.333,905000
GROSVENOR VIEW,2017,417611,Condominium,1475000,1475000
GRYPHON TERRACE,2017,118816,Terrace House,1880000,1880000
GRYPHON TERRACE,2017,118817,Terrace House,1850000,1850000
GUAN SOON TERRACE,2017,489646,Terrace House,2338000,2338000
GUILIN COURT,2017,398485,Apartment,910000,910000
GUILIN VIEW,2017,659244,Condominium,1223250,1222500
GUILIN VIEW,2017,659245,Condominium,893111,915944
GUILIN VIEW,2017,659246,Condominium,936000,970000
GUILIN VIEW,2017,659247,Condominium,919428.5714,960000
GUILIN VIEW,2017,659248,Condominium,1225000,1225000
GUILLEMARD EDGE,2017,398371,Apartment,739325.8667,725000
H RESIDENCES,2017,426049,Apartment,9.00E+05,9.00E+05
H2O RESIDENCES,2017,797530,Condominium,941666.6667,880000
H2O RESIDENCES,2017,797531,Condominium,939400,815000
H2O RESIDENCES,2017,797532,Condominium,715700,645000
H2O RESIDENCES,2017,797533,Condominium,1228333.333,1265000
H2O RESIDENCES,2017,797534,Condominium,1397500,1380000
HAIG 162,2017,438773,Apartment,659666.6667,647500
HAIG APARTMENTS,2017,438782,Apartment,1450000,1450000
HAIG COURT,2017,438791,Condominium,3224500,3224500
HAIG COURT,2017,438793,Condominium,1300000,1300000
HAIG COURT,2017,438794,Condominium,1899333.333,1839000
HAIG COURT,2017,438795,Condominium,2060000,2060000
HAIG ELEVEN,2017,438866,Apartment,1528000,1528000
HAIG TEN,2017,438719,Apartment,1460000,1460000
HAPPY ESTATE,2017,574514,Semi-Detached House,3800000,3800000
HAPPY ESTATE,2017,574521,Semi-Detached House,3600000,3600000
HAPPY ESTATE,2017,574532,Semi-Detached House,3250000,3250000
HARBOUR SUITES,2017,99454,Apartment,883333.3333,880000
HARBOUR VIEW TOWERS,2017,109258,Condominium,1451857.143,1500000
HARBOURLIGHTS,2017,98830,Apartment,1171333.333,1136500
HARBOURLIGHTS,2017,98865,Apartment,1709333.333,1688000
HARMONY @ 1A,2017,547810,Apartment,950000,950000
HARVEST MANSIONS,2017,169638,Apartment,1900000,1900000
HAUS@SERANGOON GARDEN,2017,554438,Terrace House,2550000,2550000
HAWAII TOWER,2017,437898,Condominium,2452500,2452500
HAWAII TOWER,2017,437901,Condominium,2660000,2660000
HAZEL PARK CONDOMINIUM,2017,678943,Condominium,990000,990000
HAZEL PARK CONDOMINIUM,2017,678944,Condominium,1020222,1001444
HAZEL PARK CONDOMINIUM,2017,678946,Condominium,1395500,1310000
HAZEL PARK CONDOMINIUM,2017,678948,Condominium,1366375,1355000
HAZEL PARK CONDOMINIUM,2017,678950,Condominium,1039000,1039000
HEDGES PARK CONDOMINIUM,2017,506881,Condominium,885000,885000
HEDGES PARK CONDOMINIUM,2017,506882,Condominium,669833.3333,720000
HEDGES PARK CONDOMINIUM,2017,506883,Condominium,532666.6667,535000
HEDGES PARK CONDOMINIUM,2017,506884,Condominium,762250,786500
HEDGES PARK CONDOMINIUM,2017,506885,Condominium,730000,725000
HEDGES PARK CONDOMINIUM,2017,506887,Condominium,1070000,1070000
HEDGES PARK CONDOMINIUM,2017,506888,Condominium,862500,862500
HEDGES PARK CONDOMINIUM,2017,506889,Condominium,907000,859000
HEDGES PARK CONDOMINIUM,2017,506890,Condominium,750000,750000
HELIOS RESIDENCES,2017,229815,Apartment,4300000,4300000
HELIOS RESIDENCES,2017,229816,Apartment,3330000,3330000
HENRY PARK,2017,277004,Detached House,8900000,8900000
HENRY PARK,2017,277007,Semi-Detached House,6900000,6900000
HENRY PARK,2017,279023,Semi-Detached House,6100000,6100000
HENRY PARK,2017,279092,Semi-Detached House,6200000,6200000
HENRY PARK,2017,279146,Semi-Detached House,7900000,7900000
HERITAGE EAST,2017,429024,Apartment,555000,555000
HERITAGE EAST,2017,429026,Apartment,577500,567500
HERITAGE VIEW,2017,138678,Condominium,1308166.667,1320000
HERITAGE VIEW,2017,138679,Condominium,1307500,1217500
HERITAGE VIEW,2017,138680,Condominium,1223125,1222500
HERTFORD COLLECTION,2017,219408,Apartment,795000,795000
HERTFORD MANSION,2017,219847,Apartment,1238000,1238000
HIGH OAK CONDOMINIUM,2017,596290,Condominium,1018865.067,1.00E+06
HIGH PARK RESIDENCES,2017,797417,Apartment,1005862,1006612
HIGH PARK RESIDENCES,2017,797637,Apartment,1040000,1040000
HIGH PARK RESIDENCES,2017,797638,Apartment,949112,947112
HIGH POINT,2017,228519,Apartment,4.00E+06,4.00E+06
HIGHGATE,2017,596724,Condominium,1320000,1320000
HIGHGATE,2017,596730,Condominium,1614000,1614000
HIGHGATE,2017,596733,Condominium,1434000,1434000
HIGHGATE,2017,598810,Terrace House,2828000,2828000
HIGHGATE,2017,598824,Semi-Detached House,4480000,4480000
HIGHGATE,2017,598839,Terrace House,3250000,3250000
HIGHGATE,2017,598845,Terrace House,2988000,2988000
HIGHGATE,2017,598866,Terrace House,2780000,2780000
HIGHGATE,2017,598872,Terrace House,2700000,2700000
HIGHLAND CENTRE,2017,545535,Apartment,1400000,1400000
HIGHLINE RESIDENCES,2017,168592,Condominium,1697403.371,1684500
HIGHLINE RESIDENCES,2017,168593,Condominium,1871329.76,1938400
HIGHLINE RESIDENCES,2017,168594,Condominium,1896550,1665050
HIGHLINE RESIDENCES,2017,168595,Condominium,1875000,1850000
HIGHLINE RESIDENCES,2017,169280,Condominium,1966666.667,1950000
HILBRE28,2017,549018,Apartment,1142188.571,1136275
HILLBROOKS,2017,669590,Condominium,1060000,1.00E+06
HILLBROOKS,2017,669592,Condominium,1056142.857,1045000
HILLBROOKS,2017,669610,Condominium,1146000,1180000
HILLCREST ARCADIA,2017,289847,Condominium,2050000,2050000
HILLCREST ARCADIA,2017,289849,Condominium,1184500,1260000
HILLCREST ARCADIA,2017,289850,Condominium,1541500,1537500
HILLCREST ARCADIA,2017,289851,Condominium,1426000,1170000
HILLCREST ARCADIA,2017,289852,Condominium,1234000,1234000
HILLCREST ARCADIA,2017,289853,Condominium,1230017.6,1350000
HILLCREST ARCADIA,2017,289854,Condominium,2080000,2080000
HILLCREST PARK,2017,289029,Semi-Detached House,7028888,7028888
HILLCREST VILLA,2017,286658,Terrace House,2750000,2750000
HILLCREST VILLA,2017,286666,Terrace House,2830000,2830000
HILLCREST VILLA,2017,286667,Terrace House,2830000,2830000
HILLCREST VILLA,2017,286668,Terrace House,2830000,2830000
HILLCREST VILLA,2017,286687,Terrace House,2850000,2850000
HILLCREST VILLA,2017,286702,Terrace House,3080000,3080000
HILLCREST VILLA,2017,286735,Terrace House,2900000,2900000
HILLCREST VILLA,2017,286760,Terrace House,2860000,2860000
HILLCREST VILLA,2017,286763,Terrace House,2750000,2750000
HILLCREST VILLA,2017,286782,Terrace House,2850000,2850000
